Body Fat Percentage,Gender,Age,Weight,Height,BMI,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,Workout Type,Workout Frequency,Session Duration,Calories Burned,Calories Burned Per Hour
11.81,M,18,68.82,1.86,19.89,,,,,,,,,,,,,,,
28.06,F,35,55.49,1.62,21.18,,,,,,,,,,,,,,,
32.70,F,34,67.46,1.64,25.24,,,,,,,,,,,,,,,
17.71,M,19,78.47,1.79,24.62,,,,,,,,,,,,,,,
16.38,M,46,53.73,1.71,18.34,,,,,,,,,,,,,,,
33.10,F,40,63.20,1.61,24.42,,,,,,,,,,,,,,,
44.53,F,60,96.08,1.79,30.11,,,,,,,,,,,,,,,
19.93,M,37,74.36,1.80,23.02,,,,,,,,,,,,,,,
31.18,F,35,62.98,1.63,23.77,,,,,,,,,,,,,,,
32.56,F,48,63.59,1.68,22.43,,,,,,,,,,,,,,,
25.91,F,18,61.24,1.64,22.64,,,,,,,,,,,,,,,
15.05,M,46,61.69,1.89,17.23,,,,,,,,,,,,,,,
46.05,F,59,97.50,1.76,31.56,,,,,,,,,,,,,,,
22.21,M,53,75.05,1.85,21.85,,,,,,,,,,,,,,,
20.03,M,54,67.31,1.84,19.85,,,,,,,,,,,,,,,
36.84,F,38,78.89,1.68,27.91,,,,,,,,,,,,,,,
39.30,F,47,76.43,1.64,28.25,,,,,,,,,,,,,,,
23.27,M,33,84.02,1.78,26.57,,,,,,,,,,,,,,,
16.89,M,59,53.29,1.81,16.27,,,,,,,,,,,,,,,
31.83,M,62,107.88,1.96,28.14,,,,,,,,,,,,,,,
22.57,M,22,101.45,1.90,28.09,,,,,,,,,,,,,,,
23.91,M,57,66.08,1.71,22.50,,,,,,,,,,,,,,,
35.96,F,42,80.85,1.75,26.41,,,,,,,,,,,,,,,
33.09,F,25,55.27,1.42,27.28,,,,,,,,,,,,,,,
35.66,F,49,57.30,1.52,24.83,,,,,,,,,,,,,,,
41.32,F,43,78.47,1.60,30.69,,,,,,,,,,,,,,,
31.27,M,58,103.78,1.91,28.44,,,,,,,,,,,,,,,
21.82,M,46,67.56,1.72,22.87,,,,,,,,,,,,,,,
25.21,M,64,73.80,1.82,22.24,,,,,,,,,,,,,,,
37.31,F,36,93.63,1.81,28.69,,,,,,,,,,,,,,,
41.62,F,33,102.48,1.77,32.86,,,,,,,,,,,,,,,
11.87,M,35,63.96,1.96,16.68,,,,,,,,,,,,,,,
23.83,M,55,87.88,1.96,22.82,,,,,,,,,,,,,,,
5.86,M,24,50.10,1.91,13.78,,,,,,,,,,,,,,,
44.45,F,37,68.66,1.41,34.45,,,,,,,,,,,,,,,
35.69,F,30,89.46,1.77,28.49,,,,,,,,,,,,,,,
27.00,M,38,103.21,1.90,28.72,,,,,,,,,,,,,,,
25.40,M,58,78.02,1.82,23.55,,,,,,,,,,,,,,,
42.72,F,39,89.81,1.66,32.62,,,,,,,,,,,,,,,
17.96,M,34,81.17,1.92,21.95,,,,,,,,,,,,,,,
38.60,F,61,83.35,1.83,24.98,,,,,,,,,,,,,,,
28.49,M,23,95.40,1.70,32.83,,,,,,,,,,,,,,,
19.45,M,40,82.53,1.94,22.04,,,,,,,,,,,,,,,
48.36,F,59,109.91,1.81,33.49,,,,,,,,,,,,,,,
16.83,M,33,71.65,1.84,21.20,,,,,,,,,,,,,,,
35.67,M,52,106.06,1.79,33.26,,,,,,,,,,,,,,,
33.11,M,58,109.80,1.91,29.98,,,,,,,,,,,,,,,
47.16,F,47,97.42,1.67,34.79,,,,,,,,,,,,,,,
16.34,M,28,67.51,1.76,21.75,,,,,,,,,,,,,,,
47.11,F,47,81.67,1.53,34.75,,,,,,,,,,,,,,,
19.82,M,32,83.01,1.86,23.88,,,,,,,,,,,,,,,
39.44,M,63,101.91,1.72,34.29,,,,,,,,,,,,,,,
22.13,M,18,86.84,1.75,28.50,,,,,,,,,,,,,,,
11.51,M,30,62.71,1.90,17.34,,,,,,,,,,,,,,,
47.16,F,46,106.61,1.75,34.98,,,,,,,,,,,,,,,
47.71,F,56,73.98,1.49,33.52,,,,,,,,,,,,,,,
39.07,F,58,52.53,1.42,25.94,,,,,,,,,,,,,,,
18.85,M,23,82.30,1.82,24.80,,,,,,,,,,,,,,,
34.65,F,32,86.37,1.78,27.24,,,,,,,,,,,,,,,
17.99,M,36,72.03,1.83,21.59,,,,,,,,,,,,,,,
44.70,F,58,100.63,1.81,30.64,,,,,,,,,,,,,,,
40.72,F,65,73.61,1.68,25.97,,,,,,,,,,,,,,,
9.84,M,38,51.05,1.88,14.42,,,,,,,,,,,,,,,
27.82,F,36,61.91,1.73,20.79,,,,,,,,,,,,,,,
26.16,M,28,109.55,1.91,29.93,,,,,,,,,,,,,,,
46.89,F,54,68.67,1.44,33.22,,,,,,,,,,,,,,,
41.32,F,31,106.38,1.80,32.99,,,,,,,,,,,,,,,
46.29,F,54,104.62,1.79,32.72,,,,,,,,,,,,,,,
22.76,M,28,89.23,1.81,27.10,,,,,,,,,,,,,,,
39.21,F,49,72.91,1.62,27.78,,,,,,,,,,,,,,,
35.98,F,18,102.50,1.82,31.03,,,,,,,,,,,,,,,
44.57,F,60,77.92,1.61,30.14,,,,,,,,,,,,,,,
39.35,F,28,91.63,1.69,31.93,,,,,,,,,,,,,,,
12.28,M,38,50.54,1.75,16.45,,,,,,,,,,,,,,,
23.08,M,23,90.05,1.78,28.33,,,,,,,,,,,,,,,
48.22,F,53,109.55,1.78,34.52,,,,,,,,,,,,,,,
18.92,M,42,66.31,1.77,21.22,,,,,,,,,,,,,,,
30.32,F,38,53.82,1.55,22.49,,,,,,,,,,,,,,,
27.42,M,58,91.05,1.90,25.23,,,,,,,,,,,,,,,
20.78,M,19,102.46,1.94,27.17,,,,,,,,,,,,,,,
31.05,F,28,83.45,1.83,25.01,,,,,,,,,,,,,,,
22.97,M,22,86.42,1.74,28.43,,,,,,,,,,,,,,,
29.22,F,22,77.47,1.77,24.63,,,,,,,,,,,,,,,
17.99,M,24,81.04,1.84,23.89,,,,,,,,,,,,,,,
25.13,M,47,88.50,1.87,25.44,,,,,,,,,,,,,,,
44.03,F,43,101.42,1.75,32.95,,,,,,,,,,,,,,,
11.21,M,29,54.31,1.77,17.28,,,,,,,,,,,,,,,
31.10,F,29,80.95,1.80,24.86,,,,,,,,,,,,,,,
30.09,M,43,94.64,1.77,30.33,,,,,,,,,,,,,,,
18.15,M,39,78.44,1.93,21.15,,,,,,,,,,,,,,,
46.50,F,60,65.23,1.43,31.75,,,,,,,,,,,,,,,
46.42,F,64,86.16,1.67,30.91,,,,,,,,,,,,,,,
45.30,F,60,84.62,1.66,30.75,,,,,,,,,,,,,,,
38.72,F,50,53.12,1.40,27.18,,,,,,,,,,,,,,,
46.66,F,65,89.47,1.70,30.93,,,,,,,,,,,,,,,
19.32,M,28,78.43,1.80,24.23,,,,,,,,,,,,,,,
31.34,M,51,100.57,1.84,29.84,,,,,,,,,,,,,,,
34.58,F,35,87.16,1.81,26.61,,,,,,,,,,,,,,,
40.89,F,59,88.55,1.80,27.26,,,,,,,,,,,,,,,
45.45,F,47,100.36,1.73,33.37,,,,,,,,,,,,,,,
48.01,F,52,103.45,1.73,34.54,,,,,,,,,,,,,,,
47.28,F,48,88.30,1.60,34.70,,,,,,,,,,,,,,,
47.69,F,65,90.73,1.69,31.78,,,,,,,,,,,,,,,
29.22,M,60,102.87,1.98,26.35,,,,,,,,,,,,,,,
29.86,M,28,103.32,1.77,33.02,,,,,,,,,,,,,,,
21.73,M,47,66.03,1.71,22.60,,,,,,,,,,,,,,,
5.57,M,19,53.41,1.92,14.50,,,,,,,,,,,,,,,
30.35,F,33,65.41,1.67,23.46,,,,,,,,,,,,,,,
44.21,F,60,87.63,1.71,29.84,,,,,,,,,,,,,,,
23.59,F,37,51.41,1.74,17.07,,,,,,,,,,,,,,,
39.69,F,61,54.87,1.46,25.89,,,,,,,,,,,,,,,
12.30,M,36,64.58,1.96,16.85,,,,,,,,,,,,,,,
24.92,M,33,90.92,1.80,27.94,,,,,,,,,,,,,,,
25.25,M,28,85.74,1.71,29.17,,,,,,,,,,,,,,,
29.94,M,61,98.24,1.92,26.75,,,,,,,,,,,,,,,
21.70,M,25,104.96,1.98,26.79,,,,,,,,,,,,,,,
9.20,M,25,62.13,1.95,16.37,,,,,,,,,,,,,,,
28.43,F,42,61.50,1.75,20.15,,,,,,,,,,,,,,,
40.21,F,59,84.10,1.77,26.70,,,,,,,,,,,,,,,
48.54,F,53,93.51,1.64,34.79,,,,,,,,,,,,,,,
16.32,M,36,64.60,1.79,20.20,,,,,,,,,,,,,,,
38.49,F,42,59.40,1.44,28.52,,,,,,,,,,,,,,,
29.98,F,39,73.67,1.83,22.01,,,,,,,,,,,,,,,
44.96,F,43,106.34,1.78,33.72,,,,,,,,,,,,,,,
29.04,F,48,59.24,1.74,19.50,,,,,,,,,,,,,,,
35.95,F,23,92.54,1.75,30.05,,,,,,,,,,,,,,,
40.80,F,45,82.57,1.66,29.87,,,,,,,,,,,,,,,
11.00,M,25,60.57,1.84,17.87,,,,,,,,,,,,,,,
36.77,F,25,98.39,1.80,30.35,,,,,,,,,,,,,,,
25.78,M,44,99.33,1.93,26.55,,,,,,,,,,,,,,,
44.38,F,53,68.56,1.48,31.33,,,,,,,,,,,,,,,
21.21,M,26,90.56,1.86,26.19,,,,,,,,,,,,,,,
41.67,F,41,86.84,1.66,31.37,,,,,,,,,,,,,,,
45.93,F,49,107.91,1.80,33.38,,,,,,,,,,,,,,,
16.94,M,51,55.64,1.77,17.84,,,,,,,,,,,,,,,
22.45,M,50,68.42,1.74,22.62,,,,,,,,,,,,,,,
38.33,F,19,99.95,1.75,32.80,,,,,,,,,,,,,,,
13.40,M,42,56.83,1.85,16.62,,,,,,,,,,,,,,,
31.16,M,59,108.95,1.97,28.16,,,,,,,,,,,,,,,
39.28,F,35,71.60,1.53,30.53,,,,,,,,,,,,,,,
7.96,M,28,54.93,1.93,14.77,,,,,,,,,,,,,,,
6.42,M,30,50.65,1.97,13.10,,,,,,,,,,,,,,,
22.31,M,62,64.35,1.78,20.21,,,,,,,,,,,,,,,
24.26,M,63,68.18,1.78,21.64,,,,,,,,,,,,,,,
17.75,M,49,57.85,1.75,18.90,,,,,,,,,,,,,,,
28.64,M,54,92.89,1.85,27.02,,,,,,,,,,,,,,,
20.30,F,18,56.28,1.77,17.96,,,,,,,,,,,,,,,
32.63,M,65,108.06,1.96,28.24,,,,,,,,,,,,,,,
39.26,F,48,93.66,1.83,28.02,,,,,,,,,,,,,,,
22.12,M,65,67.90,1.87,19.48,,,,,,,,,,,,,,,
24.64,M,39,92.21,1.86,26.56,,,,,,,,,,,,,,,
36.43,F,33,93.25,1.81,28.53,,,,,,,,,,,,,,,
44.04,F,43,107.42,1.81,32.96,,,,,,,,,,,,,,,
37.77,M,61,107.09,1.79,33.28,,,,,,,,,,,,,,,
47.65,F,59,104.11,1.78,32.90,,,,,,,,,,,,,,,
42.45,F,46,99.71,1.79,31.06,,,,,,,,,,,,,,,
44.44,F,41,107.13,1.78,33.67,,,,,,,,,,,,,,,
25.14,M,32,92.53,1.81,28.32,,,,,,,,,,,,,,,
21.86,M,57,70.09,1.84,20.79,,,,,,,,,,,,,,,
47.09,F,56,100.20,1.74,33.00,,,,,,,,,,,,,,,
28.91,M,62,98.00,1.95,25.71,,,,,,,,,,,,,,,
41.26,F,61,55.99,1.43,27.20,,,,,,,,,,,,,,,
31.94,F,32,77.95,1.77,24.99,,,,,,,,,,,,,,,
14.40,M,42,59.01,1.84,17.45,,,,,,,,,,,,,,,
30.64,M,45,108.01,1.88,30.41,,,,,,,,,,,,,,,
24.47,M,50,78.24,1.79,24.31,,,,,,,,,,,,,,,
42.72,F,51,65.02,1.46,30.32,,,,,,,,,,,,,,,
50.48,F,61,86.16,1.57,34.88,,,,,,,,,,,,,,,
42.22,F,39,88.54,1.66,32.21,,,,,,,,,,,,,,,
38.69,F,57,81.08,1.77,25.81,,,,,,,,,,,,,,,
34.83,M,57,102.46,1.80,31.60,,,,,,,,,,,,,,,
39.70,F,64,67.48,1.63,25.31,,,,,,,,,,,,,,,
24.14,M,33,90.15,1.82,27.29,,,,,,,,,,,,,,,
25.84,M,52,85.65,1.85,25.06,,,,,,,,,,,,,,,
10.44,M,31,53.55,1.81,16.26,,,,,,,,,,,,,,,
34.18,F,40,73.47,1.70,25.31,,,,,,,,,,,,,,,
41.01,F,31,64.45,1.40,32.74,,,,,,,,,,,,,,,
19.30,M,48,76.40,1.94,20.38,,,,,,,,,,,,,,,
37.10,F,58,73.83,1.74,24.30,,,,,,,,,,,,,,,
30.03,M,61,94.58,1.88,26.84,,,,,,,,,,,,,,,
38.41,F,28,65.83,1.45,31.14,,,,,,,,,,,,,,,
19.52,M,35,86.56,1.94,23.06,,,,,,,,,,,,,,,
27.42,F,23,58.96,1.60,22.94,,,,,,,,,,,,,,,
10.08,M,43,51.33,1.94,13.66,,,,,,,,,,,,,,,
29.31,F,45,64.19,1.78,20.30,,,,,,,,,,,,,,,
25.08,M,49,76.04,1.74,25.01,,,,,,,,,,,,,,,
16.86,M,53,59.62,1.85,17.39,,,,,,,,,,,,,,,
40.70,F,36,86.45,1.66,31.52,,,,,,,,,,,,,,,
45.10,F,62,69.37,1.52,30.20,,,,,,,,,,,,,,,
34.25,F,42,70.90,1.68,24.99,,,,,,,,,,,,,,,
41.57,F,41,81.80,1.62,31.28,,,,,,,,,,,,,,,
51.01,F,63,90.03,1.61,34.94,,,,,,,,,,,,,,,
15.69,M,61,53.62,1.90,14.88,,,,,,,,,,,,,,,
46.47,F,53,96.23,1.71,33.06,,,,,,,,,,,,,,,
16.90,M,52,51.84,1.72,17.61,,,,,,,,,,,,,,,
14.52,M,41,55.47,1.77,17.74,,,,,,,,,,,,,,,
35.95,F,43,62.02,1.54,26.22,,,,,,,,,,,,,,,
27.88,M,52,104.19,1.97,26.77,,,,,,,,,,,,,,,
37.87,M,65,106.14,1.80,32.60,,,,,,,,,,,,,,,
39.81,F,25,80.87,1.57,32.89,,,,,,,,,,,,,,,
10.19,M,28,63.03,1.95,16.63,,,,,,,,,,,,,,,
15.78,M,34,68.25,1.84,20.13,,,,,,,,,,,,,,,
35.98,F,57,76.66,1.80,23.56,,,,,,,,,,,,,,,
48.08,F,52,104.16,1.74,34.60,,,,,,,,,,,,,,,
30.71,F,19,86.45,1.81,26.45,,,,,,,,,,,,,,,
28.58,F,59,52.62,1.76,17.01,,,,,,,,,,,,,,,
37.67,F,34,97.22,1.82,29.37,,,,,,,,,,,,,,,
37.67,F,23,65.94,1.45,31.48,,,,,,,,,,,,,,,
41.24,F,64,61.57,1.52,26.60,,,,,,,,,,,,,,,
39.71,F,26,87.99,1.64,32.61,,,,,,,,,,,,,,,
18.03,M,25,75.47,1.78,23.73,,,,,,,,,,,,,,,
12.42,M,33,51.05,1.71,17.53,,,,,,,,,,,,,,,
35.84,F,22,84.26,1.67,30.15,,,,,,,,,,,,,,,
6.33,M,20,51.30,1.85,14.94,,,,,,,,,,,,,,,
23.41,M,61,74.97,1.88,21.32,,,,,,,,,,,,,,,
40.70,F,22,98.21,1.69,34.20,,,,,,,,,,,,,,,
45.68,F,41,82.42,1.54,34.71,,,,,,,,,,,,,,,
15.17,M,55,59.98,1.96,15.60,,,,,,,,,,,,,,,
43.12,F,45,98.96,1.76,31.81,,,,,,,,,,,,,,,
47.64,F,64,106.86,1.83,31.93,,,,,,,,,,,,,,,
33.93,F,37,65.25,1.59,25.68,,,,,,,,,,,,,,,
18.38,M,61,59.25,1.86,17.12,,,,,,,,,,,,,,,
40.59,F,50,81.10,1.68,28.74,,,,,,,,,,,,,,,
27.15,M,51,76.18,1.70,26.35,,,,,,,,,,,,,,,
39.61,F,20,99.67,1.72,33.67,,,,,,,,,,,,,,,
21.81,M,52,68.64,1.78,21.71,,,,,,,,,,,,,,,
8.12,M,28,57.26,1.96,14.90,,,,,,,,,,,,,,,
27.77,M,59,86.59,1.85,25.33,,,,,,,,,,,,,,,
38.46,F,36,82.23,1.67,29.65,,,,,,,,,,,,,,,
25.95,M,57,83.77,1.86,24.20,,,,,,,,,,,,,,,
37.96,F,18,100.17,1.75,32.68,,,,,,,,,,,,,,,
36.39,F,33,94.52,1.82,28.50,,,,,,,,,,,,,,,
39.40,F,26,106.26,1.81,32.35,,,,,,,,,,,,,,,
44.53,F,60,97.13,1.80,30.11,,,,,,,,,,,,,,,
46.50,F,60,76.23,1.55,31.75,,,,,,,,,,,,,,,
18.06,M,35,76.55,1.87,21.84,,,,,,,,,,,,,,,
26.18,M,31,86.48,1.72,29.38,,,,,,,,,,,,,,,
7.02,M,18,58.36,1.92,15.90,,,,,,,,,,,,,,,
47.43,F,53,87.80,1.61,33.87,,,,,,,,,,,,,,,
30.42,F,43,52.25,1.56,21.61,,,,,,,,,,,,,,,
13.97,M,33,72.01,1.96,18.82,,,,,,,,,,,,,,,
43.97,F,48,103.23,1.80,31.95,,,,,,,,,,,,,,,
37.69,F,20,85.02,1.63,32.07,,,,,,,,,,,,,,,
39.83,F,35,89.39,1.70,30.99,,,,,,,,,,,,,,,
37.89,F,20,107.29,1.82,32.24,,,,,,,,,,,,,,,
28.21,M,59,79.24,1.76,25.70,,,,,,,,,,,,,,,
23.09,M,33,79.08,1.73,26.41,,,,,,,,,,,,,,,
44.46,F,46,108.85,1.82,32.74,,,,,,,,,,,,,,,
15.20,M,29,75.50,1.91,20.61,,,,,,,,,,,,,,,
24.90,M,22,106.80,1.89,30.03,,,,,,,,,,,,,,,
47.60,F,54,93.45,1.66,33.81,,,,,,,,,,,,,,,
41.38,F,21,98.32,1.68,34.96,,,,,,,,,,,,,,,
48.62,F,65,64.77,1.41,32.56,,,,,,,,,,,,,,,
42.05,F,27,104.47,1.74,34.37,,,,,,,,,,,,,,,
44.10,F,44,109.65,1.83,32.81,,,,,,,,,,,,,,,
47.82,F,63,91.36,1.68,32.27,,,,,,,,,,,,,,,
46.14,F,47,74.70,1.48,33.94,,,,,,,,,,,,,,,
19.37,M,65,55.40,1.80,17.19,,,,,,,,,,,,,,,
47.03,F,55,89.78,1.65,33.15,,,,,,,,,,,,,,,
32.69,F,24,56.47,1.44,27.14,,,,,,,,,,,,,,,
16.05,M,22,83.99,1.93,22.66,,,,,,,,,,,,,,,
36.15,F,61,54.70,1.54,22.93,,,,,,,,,,,,,,,
11.29,M,28,61.00,1.86,17.54,,,,,,,,,,,,,,,
16.31,M,35,67.46,1.82,20.39,,,,,,,,,,,,,,,
27.88,M,52,87.63,1.81,26.76,,,,,,,,,,,,,,,
16.10,M,33,60.45,1.71,20.59,,,,,,,,,,,,,,,
37.23,F,28,93.71,1.76,30.16,,,,,,,,,,,,,,,
27.37,M,24,105.97,1.83,31.70,,,,,,,,,,,,,,,
19.07,M,61,66.58,1.94,17.70,,,,,,,,,,,,,,,
32.00,M,35,98.68,1.72,33.46,,,,,,,,,,,,,,,
13.05,M,24,67.16,1.84,19.77,,,,,,,,,,,,,,,
46.74,F,62,103.88,1.81,31.57,,,,,,,,,,,,,,,
40.84,F,35,87.50,1.66,31.83,,,,,,,,,,,,,,,
37.27,F,56,79.67,1.79,24.83,,,,,,,,,,,,,,,
15.54,M,50,62.33,1.92,16.87,,,,,,,,,,,,,,,
40.66,F,54,89.29,1.78,28.03,,,,,,,,,,,,,,,
38.66,F,28,83.66,1.63,31.35,,,,,,,,,,,,,,,
39.59,F,36,98.15,1.79,30.59,,,,,,,,,,,,,,,
27.74,M,59,90.62,1.89,25.31,,,,,,,,,,,,,,,
47.91,F,62,70.16,1.47,32.54,,,,,,,,,,,,,,,
42.76,F,35,108.24,1.80,33.43,,,,,,,,,,,,,,,
11.11,M,44,54.53,1.95,14.33,,,,,,,,,,,,,,,
44.17,F,43,101.38,1.75,33.07,,,,,,,,,,,,,,,
40.41,F,65,81.83,1.78,25.71,,,,,,,,,,,,,,,
44.73,F,59,99.49,1.81,30.47,,,,,,,,,,,,,,,
22.04,M,54,74.27,1.86,21.51,,,,,,,,,,,,,,,
9.26,M,22,60.73,1.89,17.00,,,,,,,,,,,,,,,
12.50,M,53,53.71,1.98,13.76,,,,,,,,,,,,,,,
48.24,F,58,85.47,1.60,33.59,,,,,,,,,,,,,,,
23.87,M,47,70.86,1.70,24.39,,,,,,,,,,,,,,,
43.16,F,63,94.12,1.82,28.39,,,,,,,,,,,,,,,
11.25,M,22,60.80,1.81,18.66,,,,,,,,,,,,,,,
27.31,M,28,105.31,1.85,30.89,,,,,,,,,,,,,,,
38.86,F,33,87.08,1.69,30.56,,,,,,,,,,,,,,,
33.46,F,38,53.57,1.46,25.10,,,,,,,,,,,,,,,
9.56,M,21,53.02,1.74,17.44,,,,,,,,,,,,,,,
48.00,F,53,103.74,1.74,34.35,,,,,,,,,,,,,,,
19.19,M,21,82.36,1.80,25.47,,,,,,,,,,,,,,,
26.77,M,53,95.98,1.93,25.65,,,,,,,,,,,,,,,
17.47,M,29,84.73,1.94,22.50,,,,,,,,,,,,,,,
29.10,F,32,53.93,1.54,22.62,,,,,,,,,,,,,,,
19.98,M,43,64.01,1.71,21.91,,,,,,,,,,,,,,,
21.23,M,28,87.42,1.84,25.83,,,,,,,,,,,,,,,
41.21,F,59,79.53,1.70,27.53,,,,,,,,,,,,,,,
27.50,M,38,90.37,1.76,29.14,,,,,,,,,,,,,,,
41.19,F,25,93.01,1.65,34.03,,,,,,,,,,,,,,,
21.62,M,60,69.02,1.86,20.02,,,,,,,,,,,,,,,
36.63,F,40,76.00,1.67,27.36,,,,,,,,,,,,,,,
45.58,F,45,104.45,1.76,33.86,,,,,,,,,,,,,,,
23.79,M,61,76.35,1.88,21.63,,,,,,,,,,,,,,,
21.47,M,56,63.07,1.75,20.65,,,,,,,,,,,,,,,
43.40,F,46,104.47,1.81,31.85,,,,,,,,,,,,,,,
20.74,M,38,88.34,1.94,23.50,,,,,,,,,,,,,,,
37.54,F,18,102.67,1.78,32.34,,,,,,,,,,,,,,,
20.85,M,58,74.68,1.94,19.76,,,,,,,,,,,,,,,
18.38,M,45,78.41,1.97,20.19,,,,,,,,,,,,,,,
26.18,M,52,90.68,1.89,25.35,,,,,,,,,,,,,,,
42.85,F,64,86.84,1.76,27.94,,,,,,,,,,,,,,,
17.55,M,38,66.43,1.79,20.84,,,,,,,,,,,,,,,
9.67,M,29,54.61,1.85,16.00,,,,,,,,,,,,,,,
8.75,M,20,62.51,1.92,16.96,,,,,,,,,,,,,,,
17.76,F,20,51.39,1.82,15.47,,,,,,,,,,,,,,,
27.28,M,46,105.45,1.96,27.42,,,,,,,,,,,,,,,
16.35,M,36,77.60,1.96,20.22,,,,,,,,,,,,,,,
18.90,M,63,66.25,1.96,17.17,,,,,,,,,,,,,,,
41.55,F,27,108.05,1.78,33.95,,,,,,,,,,,,,,,
22.68,M,24,84.60,1.74,27.80,,,,,,,,,,,,,,,
21.39,M,37,73.04,1.74,24.24,,,,,,,,,,,,,,,
28.72,F,27,58.40,1.58,23.26,,,,,,,,,,,,,,,
18.09,M,58,65.94,1.94,17.46,,,,,,,,,,,,,,,
28.21,M,44,94.59,1.82,28.58,,,,,,,,,,,,,,,
34.48,F,20,96.67,1.81,29.40,,,,,,,,,,,,,,,
33.10,M,56,109.12,1.90,30.35,,,,,,,,,,,,,,,
32.03,F,52,52.81,1.58,21.22,,,,,,,,,,,,,,,
33.74,M,52,94.79,1.73,31.65,,,,,,,,,,,,,,,
26.10,F,31,51.11,1.59,20.30,,,,,,,,,,,,,,,
33.47,F,30,84.24,1.78,26.65,,,,,,,,,,,,,,,
14.51,M,29,68.67,1.85,20.04,,,,,,,,,,,,,,,
30.14,M,37,94.25,1.73,31.52,,,,,,,,,,,,,,,
26.50,M,52,76.78,1.73,25.62,,,,,,,,,,,,,,,
50.09,F,65,108.70,1.79,33.79,,,,,,,,,,,,,,,
40.89,F,24,70.53,1.44,33.97,,,,,,,,,,,,,,,
40.08,F,43,94.50,1.78,29.66,,,,,,,,,,,,,,,
29.19,F,18,82.51,1.80,25.37,,,,,,,,,,,,,,,
25.95,M,51,91.08,1.90,25.35,,,,,,,,,,,,,,,
46.99,F,47,74.74,1.47,34.65,,,,,,,,,,,,,,,
19.71,M,44,70.68,1.81,21.49,,,,,,,,,,,,,,,
26.04,F,45,52.54,1.73,17.57,,,,,,,,,,,,,,,
11.10,M,33,51.17,1.77,16.43,,,,,,,,,,,,,,,
37.85,F,39,72.32,1.59,28.57,,,,,,,,,,,,,,,
34.86,F,32,85.33,1.76,27.42,,,,,,,,,,,,,,,
29.32,M,59,93.64,1.88,26.62,,,,,,,,,,,,,,,
36.96,F,30,72.81,1.57,29.55,,,,,,,,,,,,,,,
14.21,M,29,77.48,1.98,19.78,,,,,,,,,,,,,,,
38.13,F,43,85.01,1.74,28.03,,,,,,,,,,,,,,,
10.52,M,30,57.38,1.86,16.52,,,,,,,,,,,,,,,
18.44,M,18,99.56,1.98,25.42,,,,,,,,,,,,,,,
27.40,F,31,61.74,1.70,21.39,,,,,,,,,,,,,,,
50.09,F,62,89.73,1.62,34.36,,,,,,,,,,,,,,,
28.52,M,36,99.88,1.81,30.36,,,,,,,,,,,,,,,
28.74,M,45,97.36,1.84,28.82,,,,,,,,,,,,,,,
33.45,F,34,70.42,1.65,25.86,,,,,,,,,,,,,,,
13.84,M,24,76.15,1.93,20.43,,,,,,,,,,,,,,,
13.80,M,59,53.61,1.98,13.69,,,,,,,,,,,,,,,
33.22,F,60,59.88,1.70,20.69,,,,,,,,,,,,,,,
40.97,F,38,98.77,1.77,31.36,,,,,,,,,,,,,,,
26.48,M,22,109.53,1.87,31.35,,,,,,,,,,,,,,,
26.73,F,41,53.00,1.67,18.92,,,,,,,,,,,,,,,
27.12,M,35,92.83,1.78,29.39,,,,,,,,,,,,,,,
35.96,F,38,63.03,1.52,27.18,,,,,,,,,,,,,,,
23.91,M,22,98.20,1.83,29.21,,,,,,,,,,,,,,,
46.87,F,55,105.95,1.79,33.01,,,,,,,,,,,,,,,
45.58,F,61,80.96,1.62,30.79,,,,,,,,,,,,,,,
28.30,M,59,98.42,1.95,25.78,,,,,,,,,,,,,,,
37.04,F,18,103.81,1.80,31.92,,,,,,,,,,,,,,,
24.16,F,41,51.09,1.75,16.77,,,,,,,,,,,,,,,
41.93,F,28,85.99,1.59,34.07,,,,,,,,,,,,,,,
15.22,M,48,51.54,1.74,16.98,,,,,,,,,,,,,,,
30.99,F,34,64.35,1.64,23.81,,,,,,,,,,,,,,,
30.27,F,64,53.79,1.76,17.46,,,,,,,,,,,,,,,
44.38,F,59,85.47,1.68,30.17,,,,,,,,,,,,,,,
27.31,F,43,61.90,1.80,19.01,,,,,,,,,,,,,,,
18.43,M,45,68.68,1.84,20.23,,,,,,,,,,,,,,,
35.46,F,58,51.13,1.49,22.93,,,,,,,,,,,,,,,
34.16,F,31,63.47,1.53,27.03,,,,,,,,,,,,,,,
49.25,F,63,90.76,1.65,33.47,,,,,,,,,,,,,,,
33.03,F,24,55.68,1.42,27.43,,,,,,,,,,,,,,,
29.14,M,63,84.13,1.81,25.70,,,,,,,,,,,,,,,
35.55,F,32,92.01,1.81,27.99,,,,,,,,,,,,,,,
30.65,F,24,51.09,1.42,25.45,,,,,,,,,,,,,,,
21.55,M,49,69.10,1.77,22.06,,,,,,,,,,,,,,,
12.27,M,39,57.93,1.89,16.25,,,,,,,,,,,,,,,
28.70,F,35,51.40,1.54,21.71,,,,,,,,,,,,,,,
19.46,M,42,82.42,1.95,21.67,,,,,,,,,,,,,,,
28.77,F,38,61.03,1.70,21.19,,,,,,,,,,,,,,,
21.77,M,22,97.66,1.89,27.42,,,,,,,,,,,,,,,
